,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,file_name,utm_hemisphere,utm_zone,area_utm_easting_meters,area_utm_northing_meters,context_number,find_number,shape_description,inclusion_size,inclusion_colors,inclusion_types,porosity,exterior_surface,interior_surface,exterior_decoration,wall_thickness,manufacture,burning,fabric_group_name,encrustation,deterioration,fabric_group_examplar,volume_millimeter_cubed,weight_grams,xrf_group,type_group,xmin
141,141,141,141,141,141,141,478130_4419430_2_42,N,38,478130,4419430,2,42,carination,medium,black,sand,medium,smoothed,encrusted,,thin,wheelmade,,brown medium-1,large interior,,0,,,,,73655
142,142,142,142,142,142,142,478130_4419430_2_43,N,38,478130,4419430,2,43,,small,black,sand,medium,smoothed,smoothed,,thick,wheelmade,,grey fine,large interior,,0,,,,,73605
143,143,143,143,143,143,143,478130_4419430_2_44,N,38,478130,4419430,2,44,,small,white,sand,medium,smoothed with striations,porous,,medium,wheelmade,exterior,brown dark medium-3,,,0,,,,,15364
144,144,144,144,144,144,144,478130_4419430_2_45,N,38,478130,4419430,2,45,,medium,black and red,sand,medium,rough,smoothed,,medium,wheelmade,,reddish yellow medium,large,,0,,,,,13868
145,145,145,145,145,145,145,478130_4419430_2_46,N,38,478130,4419430,2,46,,medium,black red and white,sand,medium,smoothed,smoothed,,medium,wheelmade,,brown light coarse-1,partial exterior,,0,,,,,83004
146,146,146,146,146,146,146,478130_4419430_2_47,N,38,478130,4419430,2,47,,small,white,sand,low,rough,rough,,medium,handmade,both sides,brown dark medium,,large exterior,0,,,,,84865
147,147,147,147,147,147,147,478130_4419430_2_48,N,38,478130,4419430,2,48,,small,black,sand,low,smoothed,encrusted,,medium,wheelmade,exterior,brown dark fine,large interior,,0,,,,,14518
148,148,148,148,148,148,148,478130_4419430_2_49,N,38,478130,4419430,2,49,,small,black and white,sand,medium,smoothed,smoothed,impressed,medium,wheelmade,exterior,brown dark fine,small,,0,,,,,15305
149,149,149,149,149,149,149,478130_4419430_2_50,N,38,478130,4419430,2,50,,small,black,sand,low,smoothed,smoothed,incised lines,thin,wheelmade,small exterior,brown dark fine,,,0,,,,,14090
150,150,150,150,150,150,150,478130_4419430_2_51,N,38,478130,4419430,2,51,,medium,black and red,sand,medium,slipped,rough,,thick,wheelmade,,brown medium-2,small,,0,,,,,68309
151,151,151,151,151,151,151,478130_4419430_2_52,N,38,478130,4419430,2,52,,medium,black and white,sand,medium,rough,,,medium,handmade,exterior,brown dark coarse-1,,,1,,,,,83190
152,152,152,152,152,152,152,478130_4419430_2_53,N,38,478130,4419430,2,53,,small,black,sand,low,smoothed,smoothed,,medium,wheelmade,,reddish medium,partial,,0,,,,,85004
153,153,153,153,153,153,153,478130_4419430_2_54,N,38,478130,4419430,2,54,,small,black,sand,medium,rough,rough,,medium,handmade,exterior,brown dark coarse-1,,,0,,,,,15776
154,154,154,154,154,154,154,478130_4419430_2_55,N,38,478130,4419430,2,55,,medium,white and grey,sand,medium,slipped,rough,,medium,wheelmade,,grey medium,large exterior,partial interior,0,,,,,85050
155,155,155,155,155,155,155,478130_4419430_2_56,N,38,478130,4419430,2,56,jar carination,small,black,sand,medium,smoothed,smoothed,incised lines,8mm,handmade,exterior,grey fine,small,,1,5254.165,9.0,,BA smoothed/burnished,17272
156,156,156,156,156,156,156,478130_4419430_2_57,N,38,478130,4419430,2,57,,medium,black,sand,medium,,smoothed,impressed and wave lines,medium,,,brown light medium-2,large exterior,,0,,,,,15850
157,157,157,157,157,157,157,478130_4419430_2_58,N,38,478130,4419430,2,58,jar body curve,small,black,sand,low,slipped and burnished,encrusted,,8mm,wheelmade,,brown fine,large interior,,1,14860.1572,26.3,outlier1,BA smoothed/burnished,17262
158,158,158,158,158,158,158,478130_4419430_2_59,N,38,478130,4419430,2,59,,small,black,sand,medium,smoothed,encrusted,,medium,wheelmade,exterior,reddish brown medium-1,partial interior,,0,,,,,16067
159,159,159,159,159,159,159,478130_4419430_2_60,N,38,478130,4419430,2,60,,small,black,sand,medium,smoothed with striations,smoothed,,thick,wheelmade,,brown dark medium,large interior,partial interior,0,,,,,85065
160,160,160,160,160,160,160,478130_4419430_2_61,N,38,478130,4419430,2,61,,medium,black,sand,low,smoothed,encrusted,,thin,wheelmade,,reddish yellow medium,large interior,,0,,,,,15641
161,161,161,161,161,161,161,478130_4419430_2_62,N,38,478130,4419430,2,62,pithos body,medium,black,sand,medium,slipped and burnished,rough,,15mm,wheelmade,exterior,brown light coarse-2,small,small interior,1,15136.2559,28.7,outlier3,BA smoothed/burnished,17242
162,162,162,162,162,162,162,478130_4419430_2_63,N,38,478130,4419430,2,63,,small,black,sand,medium,,encrusted,incised lines and dots,medium,,exterior,brown light medium-2,large exterior,,0,,,,,15852
163,163,163,163,163,163,163,478130_4419430_2_64,N,38,478130,4419430,2,64,,medium,black and white,sand,medium,smoothed,encrusted,,thick,wheelmade,,brown light medium-2,partial interior,,0,,,,,15854
164,164,164,164,164,164,164,478130_4419430_2_65,N,38,478130,4419430,2,65,,medium,red and grey,sand,medium,rough,striations,,medium,,,reddish brown medium-1,small,small exterior,0,,,,,69726
165,165,165,165,165,165,165,478130_4419430_2_66,N,38,478130,4419430,2,66,,medium,"black, white and red",sand,medium,slipped,rough,,thin,wheelmade,,reddish medium,partial exterior,,0,,,,,85067
166,166,166,166,166,166,166,478130_4419430_2_67,N,38,478130,4419430,2,67,,medium,black and white,sand,medium,smoothed,rough,,medium,wheelmade,,reddish brown medium,partial exterior,partial interior,0,,,,,85075
167,167,167,167,167,167,167,478130_4419430_2_68,N,38,478130,4419430,2,68,,small,black and red,sand,low,slipped,smoothed,incised lines,medium,wheelmade,,reddish light medium,partial exterior,,0,,,,,15557
168,168,168,168,168,168,168,478130_4419430_2_69,N,38,478130,4419430,2,69,,small,black,sand,low,smoothed,encrusted,,medium,wheelmade,,grey fine,partial interior,,0,,,,,15295
169,169,169,169,169,169,169,478130_4419430_2_70,N,38,478130,4419430,2,70,,fine,white and grey,sand,medium,smoothed,smoothed,,medium,handmade,exterior,grey fine,,,0,,,,,14232
170,170,170,170,170,170,170,478130_4419430_2_71,N,38,478130,4419430,2,71,,medium,red and grey,sand,medium,rough,smoothed,,medium,,,reddish brown medium-1,small,partial exterior,0,,,,,16065
171,171,171,171,171,171,171,478130_4419430_2_72,N,38,478130,4419430,2,72,,medium,black and white,sand,medium,smoothed,rough,,medium,wheelmade,,grey fine,large interior,large interior,0,,,,,15255
172,172,172,172,172,172,172,478130_4419430_2_73,N,38,478130,4419430,2,73,,medium,black red and white,sand,medium,rough,porous,,medium,wheelmade,,reddish brown fine,,,0,,,,,85077
173,173,173,173,173,173,173,478130_4419430_2_74,N,38,478130,4419430,2,74,,medium,black and white,sand,low,,smoothed,,medium,wheelmade,exterior,brown medium-1,,,0,,,,,16021
174,174,174,174,174,174,174,478130_4419430_2_75,N,38,478130,4419430,2,75,,coarse,black and red,sand,medium,smoothed,smoothed,,medium,wheelmade,exterior,brown coarse-1,,,0,,,,,85104
175,175,175,175,175,175,175,478130_4419430_2_76,N,38,478130,4419430,2,76,,coarse,black and red,sand,medium,smoothed,,,medium,handmade,exterior,reddish brown medium-1,,,0,,,,,16063
176,176,176,176,176,176,176,478130_4419430_2_77,N,38,478130,4419430,2,77,,coarse,red and grey,sand,medium,rough,rough,,medium,,,reddish coarse,partial exterior,large exterior,0,,,,,15500
177,177,177,177,177,177,177,478130_4419430_2_78,N,38,478130,4419430,2,78,,small,black and gray,sand,medium,slipped,smoothed,,medium,wheelmade,,reddish yellow medium,,,0,,,,,13738
178,178,178,178,178,178,178,478130_4419430_2_79,N,38,478130,4419430,2,79,,medium,black,sand,medium,smoothed,,,medium,handmade,,creamy medium,,small exterior,0,,,,,13489
179,179,179,179,179,179,179,478130_4419430_2_80,N,38,478130,4419430,2,80,,,,,medium,smoothed,rough,,medium,,,brown dark medium-2,partial exterior,,0,,,,,14819
180,180,180,180,180,180,180,478130_4419430_2_81,N,38,478130,4419430,2,81,,medium,black,sand,low,rough,smoothed,,medium,wheelmade,,reddish light medium,small,large exterior,0,,,,,15559
181,181,181,181,181,181,181,478130_4419430_2_82,N,38,478130,4419430,2,82,,small,black,sand,low,smoothed,smoothed,,medium,wheelmade,,reddish dark brown medium-1,,small exterior,0,,,,,73487
182,182,182,182,182,182,182,478130_4419430_2_83,N,38,478130,4419430,2,83,,medium,black,sand,low,smoothed,encrusted,,medium,wheelmade,exterior,brown medium-1,large,,0,,,,,85294
183,183,183,183,183,183,183,478130_4419430_2_84,N,38,478130,4419430,2,84,,small,white,sand,low,smoothed,striations,,medium,wheelmade,interior,grey dark fine,,,0,,,,,15128
184,184,184,184,184,184,184,478130_4419430_2_85,N,38,478130,4419430,2,85,,medium,black,sand,medium,smoothed,rough,,medium,wheelmade,small exterior,yellowish brown medium,,,0,,,,,15683
185,185,185,185,185,185,185,478130_4419430_2_86,N,38,478130,4419430,2,86,,small,white,sand,low,,,,medium,wheelmade,both sides,black fine,large exterior,,0,,,,,13030
186,186,186,186,186,186,186,478130_4419430_2_87,N,38,478130,4419430,2,87,,small,black,sand,low,smoothed,encrusted,,medium,wheelmade,exterior,brown light medium-1,large interior,,0,,,,,15920
187,187,187,187,187,187,187,478130_4419430_2_88,N,38,478130,4419430,2,88,,medium,black,organic,medium,,,,medium,handmade,both sides,brown dark medium-3,,,0,,,,,15412
188,188,188,188,188,188,188,478130_4419430_2_89,N,38,478130,4419430,2,89,,medium,black,sand,medium,smoothed,smoothed,,thin,wheelmade,,reddish brown medium,,,0,,,,,85327
189,189,189,189,189,189,189,478130_4419430_2_90,N,38,478130,4419430,2,90,,small,white,sand,medium,,,,medium,wheelmade,both sides,brown dark medium-3,small interior,,0,,,,,15414
190,190,190,190,190,190,190,478130_4419430_2_91,N,38,478130,4419430,2,91,,medium,black and red,sand,medium,rough,rough,,medium,,,brown dark medium-2,partial exterior,large exterior,0,,,,,15348
191,191,191,191,191,191,191,478130_4419430_2_92,N,38,478130,4419430,2,92,,medium,black and white,sand,medium,smoothed,smoothed,,medium,wheelmade,,reddish brown medium-1,,partial interior,0,,,,,16061
192,192,192,192,192,192,192,478130_4419430_2_93,N,38,478130,4419430,2,93,,medium,black,sand,low,smoothed,smoothed,,thin,wheelmade,small exterior,brown light medium-1,partial,,0,,,,,15918
193,193,193,193,193,193,193,478130_4419430_2_94,N,38,478130,4419430,2,94,,medium,black,sand,medium,,,,medium,wheelmade,exterior,reddish dark brown medium,small,,0,,,,,73427
194,194,194,194,194,194,194,478130_4419430_2_95,N,38,478130,4419430,2,95,,medium,"black, white and red",sand,medium,,,,medium,wheelmade,both sides,brown dark medium-2,,,0,,,,,15209
195,195,195,195,195,195,195,478130_4419430_2_96,N,38,478130,4419430,2,96,,medium,black,sand,low,smoothed,smoothed,,medium,wheelmade,,yellowish brown medium,partial exterior,,0,,,,,15679
196,196,196,196,196,196,196,478130_4419430_2_97,N,38,478130,4419430,2,97,,medium,black and white,sand,medium,slipped with striations,rough,,thin,wheelmade,,brown dark medium-1,,,0,,,,,15583
197,197,197,197,197,197,197,478130_4419430_2_98,N,38,478130,4419430,2,98,,medium,black,sand,medium,smoothed,encrusted,,thick,handmade,exterior,brown dark medium-3,large interior,,0,,,,,14831
198,198,198,198,198,198,198,478130_4419430_2_99,N,38,478130,4419430,2,99,,medium,white,sand,medium,smoothed,rough,incised lines,medium,wheelmade,both sides,orange coarse,,large interior,0,,,,,85384
199,199,199,199,199,199,199,478130_4419430_2_100,N,38,478130,4419430,2,100,,small,black,sand,low,smoothed,encrusted,,medium,wheelmade,exterior,creamy fine,large,,0,,,,,13399
200,200,200,200,200,200,200,478130_4419430_2_101,N,38,478130,4419430,2,101,carination,medium,white and grey,sand,low,,smoothed,impressed,medium,wheelmade,both sides,grey dark medium,partial,,0,,,,,15153
201,201,201,201,201,201,201,478130_4419430_2_102,N,38,478130,4419430,2,102,,small,white and grey,sand,low,,smoothed,,medium,wheelmade,both sides,grey fine,small,,0,,,,,15265
202,202,202,202,202,202,202,478130_4419430_2_103,N,38,478130,4419430,2,103,,medium,grey,sand,low,smoothed,,,medium,wheelmade,both sides,grey dark medium,partial exterior,,0,,,,,15143
203,203,203,203,203,203,203,478130_4419430_2_104,N,38,478130,4419430,2,104,,medium,black,sand,medium,slipped,,,medium,wheelmade,,creamy fine,large interior,,0,,,,,15448
204,204,204,204,204,204,204,478130_4419430_2_105,N,38,478130,4419430,2,105,,medium,black,sand,medium,rough,,,medium,,,reddish medium-2,partial,large exterior,0,,,,,73551
205,205,205,205,205,205,205,478130_4419430_2_106,N,38,478130,4419430,2,106,,small,black,sand,low,,smoothed,,thin,wheelmade,,brown medium-1,large,,0,,,,,16019
206,206,206,206,206,206,206,478130_4419430_2_107,N,38,478130,4419430,2,107,,medium,black,sand,low,smoothed,smoothed,,medium,wheelmade,exterior,brown medium-1,partial,,0,,,,,16017
207,207,207,207,207,207,207,478130_4419430_2_108,N,38,478130,4419430,2,108,,medium,black and white,sand,medium,slipped,,,thin,wheelmade,,reddish coarse,small,,0,,,,,110343
208,208,208,208,208,208,208,478130_4419430_2_109,N,38,478130,4419430,2,109,,medium,white,sand,medium,smoothed,rough,incised lines,medium,wheelmade,interior,grey coarse,,large interior,0,,,,,110341
209,209,209,209,209,209,209,478130_4419430_2_110,N,38,478130,4419430,2,110,,medium,black,sand,medium,smoothed,encrusted,,medium,wheelmade,,brown light medium-1,large,,0,,,,,15916
210,210,210,210,210,210,210,478130_4419430_2_111,N,38,478130,4419430,2,111,pithos body,medium,black and white,sand,medium,slipped and burnished,rough,,20mm,wheelmade,small exterior,reddish coarse,small,,1,31729.0039,60.8,outlier3,BA smoothed/burnished,17220
211,211,211,211,211,211,211,478130_4419430_2_112,N,38,478130,4419430,2,112,,medium,black,sand,medium,smoothed,rough,,thick,wheelmade,both sides,brown light medium-1,partial,partial interior,0,,,,,15914
212,212,212,212,212,212,212,478130_4419430_2_113,N,38,478130,4419430,2,113,,medium,black and white,sand,medium,smoothed and deteriorated,,,medium,wheelmade,,brown dark medium-3,,,0,,,,,15366
213,213,213,213,213,213,213,478130_4419430_2_114,N,38,478130,4419430,2,114,,small,black,sand and organic,low,smoothed,,,,wheelmade,exterior,brown dark fine,partial interior,partial interior,1,,,,,83179
214,214,214,214,214,214,214,478130_4419430_2_115,N,38,478130,4419430,2,115,,medium,black,sand,low,encrusted,encrusted,,thin,wheelmade,,reddish brown medium,large,,0,,,,,85380
215,215,215,215,215,215,215,478130_4419430_2_116,N,38,478130,4419430,2,116,,medium,black,sand,medium,smoothed,,,medium,wheelmade,,reddish brown medium,large exterior,,0,,,,,85382
216,216,216,216,216,216,216,478130_4419430_2_117,N,38,478130,4419430,2,117,,medium,black and red,sand,medium,,encrusted,,medium,,,brown light coarse-1,large interior,large exterior,0,,,,,85417
217,217,217,217,217,217,217,478130_4419430_2_118,N,38,478130,4419430,2,118,jar body curve,small,black,sand,low,slipped and burnished,encrusted,,8mm,wheelmade,,brown light medium-1,large interior,,0,8023.7813,15.4,outlier3,BA smoothed/burnished,17232
218,218,218,218,218,218,218,478130_4419430_2_119,N,38,478130,4419430,2,119,,medium,"black, white and grey",sand,medium,smoothed and deteriorated,smoothed,,medium,wheelmade,interior,brown light medium-1,,,0,,,,,15910
219,219,219,219,219,219,219,478130_4419430_2_120,N,38,478130,4419430,2,120,,medium,white,sand,medium,smoothed,rough,incised lines,thick,wheelmade,exterior,orange coarse,,large interior,0,,,,,85421
220,220,220,220,220,220,220,478130_4419430_2_121,N,38,478130,4419430,2,121,,medium,black,sand,medium,,smoothed,,thick,wheelmade,interior,grey medium,large exterior,,0,,,,,15197
221,221,221,221,221,221,221,478130_4419430_2_122,N,38,478130,4419430,2,122,,coarse,"black, white and red",sand,medium,smoothed,smoothed,,medium,wheelmade,exterior,reddish brown coarse,,,0,,,,,85423
222,222,222,222,222,222,222,478130_4419430_2_123,N,38,478130,4419430,2,123,,medium,black and red,sand,medium,smoothed,smoothed,,medium,wheelmade,exterior,reddish dark brown medium-1,small interior,,0,,,,,73495
223,223,223,223,223,223,223,478130_4419430_2_124,N,38,478130,4419430,2,124,,medium,white and grey,sand,medium,slipped,smoothed,,medium,wheelmade,exterior,brown dark medium-2,,,0,,,,,15235
224,224,224,224,224,224,224,478130_4419430_2_125,N,38,478130,4419430,2,125,jar body curve,small,grey,sand,low,smoothed,,,7mm,handmade,both sides,black fine,,,1,7321.7603,13.3,high sr/sm,BA handmade,17236
225,225,225,225,225,225,225,478130_4419430_2_126,N,38,478130,4419430,2,126,,medium,black and gray,sand,medium,slipped,smoothed,,thick,wheelmade,interior,reddish grey coarse,,,0,,,,,14359
226,226,226,226,226,226,226,478130_4419430_2_127,N,38,478130,4419430,2,127,,small,black and red,sand,medium,slipped,,,medium,wheelmade,,reddish medium-2,small,,0,,,,,73559
227,227,227,227,227,227,227,478130_4419430_2_128,N,38,478130,4419430,2,128,,medium,black and red,sand,medium,rough,,,medium,wheelmade,,reddish brown medium,,small exterior,0,,,,,85646
228,228,228,228,228,228,228,478130_4419430_2_129,N,38,478130,4419430,2,129,,small,black,sand,low,,,,thick,wheelmade,both sides,black medium,small,,0,,,,,14723
229,229,229,229,229,229,229,478130_4419430_2_130,N,38,478130,4419430,2,130,,small,black,sand,medium,,smoothed,,thick,wheelmade,exterior,brown dark fine,small,,0,,,,,14849
230,230,230,230,230,230,230,478130_4419430_2_131,N,38,478130,4419430,2,131,,medium,black,sand,medium,smoothed,rough,,medium,wheelmade,interior,black medium,small interior,partial interior,0,,,,,15118
231,231,231,231,231,231,231,478130_4419430_2_132,N,38,478130,4419430,2,132,,medium,black red and white,sand,medium,smoothed,rough,,medium,wheelmade,interior,brown dark medium-1,,small interior,0,,,,,14299
232,232,232,232,232,232,232,478130_4419430_2_133,N,38,478130,4419430,2,133,,small,black,sand,low,smoothed,encrusted,,medium,wheelmade,,grey fine,large interior,,0,,,,,13846
233,233,233,233,233,233,233,478130_4419430_2_134,N,38,478130,4419430,2,134,,medium,black,sand,medium,rough,smoothed,,medium,wheelmade,interior,brown dark medium-2,large exterior,,0,,,,,15233
234,234,234,234,234,234,234,478130_4419430_2_135,N,38,478130,4419430,2,135,,coarse,"black, white and grey",sand,medium,slipped,,,medium,wheelmade,,reddish brown medium-1,,,0,,,,,16057
235,235,235,235,235,235,235,478130_4419430_2_136,N,38,478130,4419430,2,136,,medium,black,sand,medium,smoothed,smoothed,incised lines,medium,wheelmade,small interior,grey medium,small,,0,,,,,15754
236,236,236,236,236,236,236,478130_4419430_2_137,N,38,478130,4419430,2,137,jar body curve,medium,black and white,sand,medium,smoothed,striations,,8mm,wheelmade,,creamy medium,,,1,8364.4414,16.5,,BA smoothed/burnished,17224
237,237,237,237,237,237,237,478130_4419430_2_138,N,38,478130,4419430,2,138,,small,black,sand,medium,,smoothed,,medium,wheelmade,exterior,brown light medium-2,partial,,1,,,,,87121
238,238,238,238,238,238,238,478130_4419430_2_139,N,38,478130,4419430,2,139,,medium,black and white,sand,medium,,smoothed,,thin,wheelmade,,brown light medium-2,large exterior,,0,,,,,15858
239,239,239,239,239,239,239,478130_4419430_2_140,N,38,478130,4419430,2,140,,small,red and white,sand,medium,smoothed,smoothed,,medium,wheelmade,interior,grey fine,,,0,,,,,15169
240,240,240,240,240,240,240,478130_4419430_2_141,N,38,478130,4419430,2,141,,small,black red and white,sand,medium,,smoothed,,medium,wheelmade,interior,grey fine,large exterior,,0,,,,,15171
241,241,241,241,241,241,241,478130_4419430_2_142,N,38,478130,4419430,2,142,,small,black,sand,medium,slipped,encrusted,,medium,wheelmade,,grey fine,large interior,,0,,,,,15261
